,文番号,表層,品詞1,品詞2,品詞3,品詞4,原型,posID
0,0,分子,名詞,一般,*,*,分子,38
1,0,間,名詞,接尾,一般,*,間,51
2,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
4,0,電気,名詞,一般,*,*,電気,38
5,0,的,名詞,接尾,形容動詞語幹,*,的,52
6,0,性質,名詞,一般,*,*,性質,38
8,0,教科書,名詞,一般,*,*,教科書,38
12,0,分子,名詞,一般,*,*,分子,38
13,0,間,名詞,接尾,一般,*,間,51
14,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
16,0,電気,名詞,一般,*,*,電気,38
17,0,的,名詞,接尾,形容動詞語幹,*,的,52
18,0,性質,名詞,一般,*,*,性質,38
21,0,説明,名詞,サ変接続,*,*,説明,36
22,0,できる,動詞,自立,*,*,できる,31
24,0,分子,名詞,一般,*,*,分子,38
25,0,間,名詞,接尾,一般,*,間,51
26,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
28,0,分子,名詞,一般,*,*,分子,38
29,0,間,名詞,接尾,一般,*,間,51
30,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
32,0,教科書,名詞,一般,*,*,教科書,38
36,0,分子,名詞,一般,*,*,分子,38
37,0,間,名詞,接尾,一般,*,間,51
38,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
40,0,分子,名詞,一般,*,*,分子,38
41,0,間,名詞,接尾,一般,*,間,51
42,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
45,0,説明,名詞,サ変接続,*,*,説明,36
46,0,できる,動詞,自立,*,*,できる,31
48,0,分子,名詞,一般,*,*,分子,38
49,0,間,名詞,接尾,一般,*,間,51
50,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
52,0,気体,名詞,一般,*,*,気体,38
54,0,液体,名詞,一般,*,*,液体,38
56,0,教科書,名詞,一般,*,*,教科書,38
60,0,分子,名詞,一般,*,*,分子,38
61,0,間,名詞,接尾,一般,*,間,51
62,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
64,0,気体,名詞,一般,*,*,気体,38
66,0,液体,名詞,一般,*,*,液体,38
69,0,説明,名詞,サ変接続,*,*,説明,36
70,0,できる,動詞,自立,*,*,できる,31
72,0,原子,名詞,一般,*,*,原子,38
73,0,間,名詞,接尾,一般,*,間,51
74,0,力,名詞,接尾,一般,*,力,51
75,0,顕微鏡,名詞,一般,*,*,顕微鏡,38
76,0,原子,名詞,一般,*,*,原子,38
77,0,間,名詞,接尾,一般,*,間,51
78,0,力,名詞,接尾,一般,*,力,51
79,0,顕微鏡,名詞,一般,*,*,顕微鏡,38
81,0,原理,名詞,一般,*,*,原理,38
83,0,応用,名詞,サ変接続,*,*,応用,36
85,0,説明,名詞,サ変接続,*,*,説明,36
86,0,できる,動詞,自立,*,*,できる,31
88,0,電子顕微鏡,名詞,固有名詞,一般,*,電子顕微鏡,41
89,0,電子顕微鏡,名詞,固有名詞,一般,*,電子顕微鏡,41
91,0,原理,名詞,一般,*,*,原理,38
93,0,応用,名詞,サ変接続,*,*,応用,36
95,0,説明,名詞,サ変接続,*,*,説明,36
96,0,できる,動詞,自立,*,*,できる,31
98,0,二次,名詞,一般,*,*,二次,38
99,0,イオン,名詞,一般,*,*,イオン,38
100,0,質量分析,名詞,固有名詞,一般,*,質量分析,41
101,0,二次,名詞,一般,*,*,二次,38
102,0,イオン,名詞,一般,*,*,イオン,38
103,0,質量分析,名詞,固有名詞,一般,*,質量分析,41
105,0,原理,名詞,一般,*,*,原理,38
107,0,応用,名詞,サ変接続,*,*,応用,36
109,0,説明,名詞,サ変接続,*,*,説明,36
110,0,できる,動詞,自立,*,*,できる,31
112,0,粉末,名詞,一般,*,*,粉末,38
113,0,X線回折,名詞,固有名詞,一般,*,X線回折,41
114,0,粉末,名詞,一般,*,*,粉末,38
115,0,X線回折,名詞,固有名詞,一般,*,X線回折,41
117,0,原理,名詞,一般,*,*,原理,38
119,0,応用,名詞,サ変接続,*,*,応用,36
121,0,説明,名詞,サ変接続,*,*,説明,36
122,0,できる,動詞,自立,*,*,できる,31
124,0,表面,名詞,一般,*,*,表面,38
125,0,分析手法,名詞,固有名詞,一般,*,分析手法,41
127,0,総括,名詞,サ変接続,*,*,総括,36
129,0,各種,名詞,一般,*,*,各種,38
130,0,表面,名詞,一般,*,*,表面,38
131,0,分析手法,名詞,固有名詞,一般,*,分析手法,41
133,0,比較,名詞,サ変接続,*,*,比較,36
136,0,総合的,名詞,固有名詞,一般,*,総合的,41
138,0,説明,名詞,サ変接続,*,*,説明,36
139,0,できる,動詞,自立,*,*,できる,31
141,0,分子,名詞,一般,*,*,分子,38
142,0,間,名詞,接尾,一般,*,間,51
143,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
145,0,電気,名詞,一般,*,*,電気,38
146,0,的,名詞,接尾,形容動詞語幹,*,的,52
147,0,性質,名詞,一般,*,*,性質,38
149,0,教科書,名詞,一般,*,*,教科書,38
153,0,分子,名詞,一般,*,*,分子,38
154,0,間,名詞,接尾,一般,*,間,51
155,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
157,0,電気,名詞,一般,*,*,電気,38
158,0,的,名詞,接尾,形容動詞語幹,*,的,52
159,0,性質,名詞,一般,*,*,性質,38
162,0,説明,名詞,サ変接続,*,*,説明,36
163,0,できる,動詞,自立,*,*,できる,31
165,0,分子,名詞,一般,*,*,分子,38
166,0,間,名詞,接尾,一般,*,間,51
167,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
169,0,分子,名詞,一般,*,*,分子,38
170,0,間,名詞,接尾,一般,*,間,51
171,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
173,0,教科書,名詞,一般,*,*,教科書,38
177,0,分子,名詞,一般,*,*,分子,38
178,0,間,名詞,接尾,一般,*,間,51
179,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
181,0,分子,名詞,一般,*,*,分子,38
182,0,間,名詞,接尾,一般,*,間,51
183,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
186,0,説明,名詞,サ変接続,*,*,説明,36
187,0,できる,動詞,自立,*,*,できる,31
189,0,分子,名詞,一般,*,*,分子,38
190,0,間,名詞,接尾,一般,*,間,51
191,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
193,0,気体,名詞,一般,*,*,気体,38
195,0,液体,名詞,一般,*,*,液体,38
197,0,教科書,名詞,一般,*,*,教科書,38
201,0,分子,名詞,一般,*,*,分子,38
202,0,間,名詞,接尾,一般,*,間,51
203,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
205,0,気体,名詞,一般,*,*,気体,38
207,0,液体,名詞,一般,*,*,液体,38
210,0,説明,名詞,サ変接続,*,*,説明,36
211,0,できる,動詞,自立,*,*,できる,31
213,0,原子,名詞,一般,*,*,原子,38
214,0,間,名詞,接尾,一般,*,間,51
215,0,力,名詞,接尾,一般,*,力,51
216,0,顕微鏡,名詞,一般,*,*,顕微鏡,38
217,0,原子,名詞,一般,*,*,原子,38
218,0,間,名詞,接尾,一般,*,間,51
219,0,力,名詞,接尾,一般,*,力,51
220,0,顕微鏡,名詞,一般,*,*,顕微鏡,38
222,0,原理,名詞,一般,*,*,原理,38
224,0,応用,名詞,サ変接続,*,*,応用,36
226,0,説明,名詞,サ変接続,*,*,説明,36
227,0,できる,動詞,自立,*,*,できる,31
229,0,電子顕微鏡,名詞,固有名詞,一般,*,電子顕微鏡,41
230,0,電子顕微鏡,名詞,固有名詞,一般,*,電子顕微鏡,41
232,0,原理,名詞,一般,*,*,原理,38
234,0,応用,名詞,サ変接続,*,*,応用,36
236,0,説明,名詞,サ変接続,*,*,説明,36
237,0,できる,動詞,自立,*,*,できる,31
239,0,二次,名詞,一般,*,*,二次,38
240,0,イオン,名詞,一般,*,*,イオン,38
241,0,質量分析,名詞,固有名詞,一般,*,質量分析,41
242,0,二次,名詞,一般,*,*,二次,38
243,0,イオン,名詞,一般,*,*,イオン,38
244,0,質量分析,名詞,固有名詞,一般,*,質量分析,41
246,0,原理,名詞,一般,*,*,原理,38
248,0,応用,名詞,サ変接続,*,*,応用,36
250,0,説明,名詞,サ変接続,*,*,説明,36
251,0,できる,動詞,自立,*,*,できる,31
253,0,粉末,名詞,一般,*,*,粉末,38
254,0,X線回折,名詞,固有名詞,一般,*,X線回折,41
255,0,粉末,名詞,一般,*,*,粉末,38
256,0,X線回折,名詞,固有名詞,一般,*,X線回折,41
258,0,原理,名詞,一般,*,*,原理,38
260,0,応用,名詞,サ変接続,*,*,応用,36
262,0,説明,名詞,サ変接続,*,*,説明,36
263,0,できる,動詞,自立,*,*,できる,31
265,0,表面,名詞,一般,*,*,表面,38
266,0,分析手法,名詞,固有名詞,一般,*,分析手法,41
268,0,総括,名詞,サ変接続,*,*,総括,36
270,0,各種,名詞,一般,*,*,各種,38
271,0,表面,名詞,一般,*,*,表面,38
272,0,分析手法,名詞,固有名詞,一般,*,分析手法,41
274,0,比較,名詞,サ変接続,*,*,比較,36
277,0,総合的,名詞,固有名詞,一般,*,総合的,41
279,0,説明,名詞,サ変接続,*,*,説明,36
280,0,できる,動詞,自立,*,*,できる,31
282,0,分子,名詞,一般,*,*,分子,38
283,0,間,名詞,接尾,一般,*,間,51
284,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
286,0,電気,名詞,一般,*,*,電気,38
287,0,的,名詞,接尾,形容動詞語幹,*,的,52
288,0,性質,名詞,一般,*,*,性質,38
290,0,教科書,名詞,一般,*,*,教科書,38
294,0,分子,名詞,一般,*,*,分子,38
295,0,間,名詞,接尾,一般,*,間,51
296,0,相互作用,名詞,固有名詞,一般,*,相互作用,41
