,文番号,表層,品詞1,品詞2,品詞3,品詞4,原型,posID
0,0,教育,名詞,サ変接続,*,*,教育,36
1,0,行財政,名詞,一般,*,*,行財政,38
2,0,教育,名詞,サ変接続,*,*,教育,36
3,0,行財政,名詞,一般,*,*,行財政,38
4,0,教育,名詞,サ変接続,*,*,教育,36
5,0,行財政,名詞,一般,*,*,行財政,38
6,0,教職,名詞,一般,*,*,教職,38
7,0,概論,名詞,サ変接続,*,*,概論,36
9,0,教職,名詞,一般,*,*,教職,38
10,0,概論,名詞,サ変接続,*,*,概論,36
12,0,教育,名詞,サ変接続,*,*,教育,36
13,0,基礎,名詞,一般,*,*,基礎,38
15,0,学校,名詞,一般,*,*,学校,38
16,0,改革,名詞,サ変接続,*,*,改革,36
19,0,改革,名詞,サ変接続,*,*,改革,36
21,0,理論,名詞,一般,*,*,理論,38
22,0,研究,名詞,サ変接続,*,*,研究,36
23,0,教育学,名詞,固有名詞,一般,*,教育学,41
24,0,特,名詞,一般,*,*,特,38
25,0,論,名詞,接尾,一般,*,論,51
27,0,改革,名詞,サ変接続,*,*,改革,36
29,0,事例,名詞,一般,*,*,事例,38
30,0,研究,名詞,サ変接続,*,*,研究,36
31,0,学校,名詞,一般,*,*,学校,38
32,0,改革,名詞,サ変接続,*,*,改革,36
34,0,事例,名詞,一般,*,*,事例,38
35,0,研究,名詞,サ変接続,*,*,研究,36
36,0,数,名詞,接尾,一般,*,数,51
37,0,学科,名詞,一般,*,*,学科,38
38,0,教育法,名詞,固有名詞,一般,*,教育法,41
39,0,実践,名詞,サ変接続,*,*,実践,36
40,0,演習,名詞,サ変接続,*,*,演習,36
42,0,理科教育,名詞,固有名詞,一般,*,理科教育,41
43,0,法,名詞,接尾,一般,*,法,51
44,0,実践,名詞,サ変接続,*,*,実践,36
45,0,演習,名詞,サ変接続,*,*,演習,36
47,0,教育,名詞,サ変接続,*,*,教育,36
48,0,行財政,名詞,一般,*,*,行財政,38
49,0,教職,名詞,一般,*,*,教職,38
50,0,概論,名詞,サ変接続,*,*,概論,36
52,0,教職,名詞,一般,*,*,教職,38
53,0,概論,名詞,サ変接続,*,*,概論,36
55,0,教育,名詞,サ変接続,*,*,教育,36
56,0,基礎,名詞,一般,*,*,基礎,38
58,0,学校,名詞,一般,*,*,学校,38
59,0,改革,名詞,サ変接続,*,*,改革,36
62,0,改革,名詞,サ変接続,*,*,改革,36
64,0,理論,名詞,一般,*,*,理論,38
65,0,研究,名詞,サ変接続,*,*,研究,36
66,0,教育学,名詞,固有名詞,一般,*,教育学,41
67,0,特,名詞,一般,*,*,特,38
68,0,論,名詞,接尾,一般,*,論,51
69,0,教育,名詞,サ変接続,*,*,教育,36
70,0,行財政,名詞,一般,*,*,行財政,38
71,0,教職,名詞,一般,*,*,教職,38
72,0,概論,名詞,サ変接続,*,*,概論,36
74,0,教職,名詞,一般,*,*,教職,38
75,0,概論,名詞,サ変接続,*,*,概論,36
77,0,教育,名詞,サ変接続,*,*,教育,36
78,0,基礎,名詞,一般,*,*,基礎,38
80,0,学校,名詞,一般,*,*,学校,38
81,0,改革,名詞,サ変接続,*,*,改革,36
84,0,改革,名詞,サ変接続,*,*,改革,36
86,0,理論,名詞,一般,*,*,理論,38
87,0,研究,名詞,サ変接続,*,*,研究,36
88,0,教育学,名詞,固有名詞,一般,*,教育学,41
89,0,特,名詞,一般,*,*,特,38
90,0,論,名詞,接尾,一般,*,論,51
